Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Dacia,Sandero,2010,201832,2012-08-19,Hybride,Automatique,150,Euro 1,Noir,SUV,France,15900,8512.0
Peugeot,308,2017,35461,2018-06-07,Essence,Automatique,130,Euro 5,Rouge,SUV,USA,30000,24548.0
Toyota,RAV4,2014,187208,2016-10-07,Gaz,Manuelle,200,Euro 4,Bleu,Break,Italie,37000,21060.0
Audi,A3,2011,166290,2012-04-29,Hybride,Manuelle,200,Euro 1,Bleu,SUV,USA,34000,17550.0
Tesla,Model 3,2011,80203,2011-07-05,Essence,Automatique,130,Euro 4,Bleu,Crossover,Allemagne,45000,25069.0
Citroen,C3,2018,174108,2021-06-16,Diesel,Manuelle,200,Euro 5,Bleu,Break,France,16000,11700.0
BMW,Serie 1,2008,55544,2011-05-10,Gaz,Manuelle,130,Euro 3,Gris,Monospace,Italie,35000,17766.0
Citroen,C4,2023,54647,2024-10-22,Gaz,Automatique,110,Euro 6,Blanc,Berline,USA,24000,26312.0
Ford,Fiesta,2012,244028,2013-01-26,Hybride,Automatique,150,Euro 1,Gris,SUV,Italie,18000,9800.0
Volkswagen,Arteon,2023,123283,2025-10-23,Electrique,Automatique,200,Euro 1,Rouge,Berline,Allemagne,48000,48450.0
Toyota,RAV4,2021,73128,2023-04-21,Diesel,Automatique,150,Euro 6,Bleu,Berline,Japon,37000,34020.0
Peugeot,3008,2014,167650,2016-08-18,Essence,Automatique,110,Euro 4,Noir,Berline,USA,35000,20034.0
Ford,Fiesta,2023,112245,2024-07-21,Essence,Automatique,200,Euro 6,Bleu,SUV,Allemagne,18000,18060.0
BMW,Serie 1,2017,124271,2018-12-23,Essence,Manuelle,110,Euro 5,Rouge,SUV,Allemagne,35000,23517.0
BMW,Serie 5,2023,99981,2024-04-26,Diesel,Manuelle,130,Euro 6,Blanc,Crossover,USA,65000,58344.0
Peugeot,3008,2023,20410,2026-12-17,Electrique,Automatique,110,Euro 1,Gris,Crossover,Espagne,35000,40945.0
Hyundai,i20,2012,112397,2013-10-28,Gaz,Automatique,200,Euro 4,Gris,Monospace,France,19500,13250.0
Dacia,Spring,2007,48313,2007-07-14,Gaz,Automatique,90,Euro 3,Noir,Break,Allemagne,22000,11880.0
Mercedes,Classe A,2012,37376,2014-09-07,Essence,Automatique,110,Euro 4,Bleu,Berline,France,38000,24461.0
Toyota,Corolla,2008,224679,2009-08-05,Gaz,Automatique,150,Euro 3,Blanc,Berline,Italie,28000,9900.0
Volkswagen,Tiguan,2023,16465,2025-03-05,Gaz,Manuelle,150,Euro 6,Blanc,Break,Espagne,40000,41280.0
Kia,Ceed,2012,15029,2013-07-05,Gaz,Automatique,110,Euro 4,Noir,Monospace,USA,23000,17388.0
Hyundai,i20,2019,125486,2019-10-07,Gaz,Manuelle,200,Euro 5,Rouge,Berline,Japon,19500,16790.0
Tesla,Model 3,2011,12832,2012-03-22,Hybride,Automatique,200,Euro 1,Gris,Monospace,France,45000,31200.0
BMW,Serie 5,2017,226689,2019-07-18,Diesel,Automatique,200,Euro 5,Gris,SUV,France,65000,39330.0
Citroen,C4,2020,112283,2020-08-13,Electrique,Automatique,90,Euro 1,Gris,Monospace,Italie,24000,24563.0
Audi,Q5,2018,125499,2018-12-31,Gaz,Manuelle,130,Euro 5,Blanc,SUV,France,65000,47460.0
Citroen,C5 Aircross,2019,62765,2021-01-13,Electrique,Automatique,200,Euro 1,Noir,Break,Italie,35000,34760.0
Ford,Fiesta,2018,42569,2021-06-26,Diesel,Manuelle,150,Euro 5,Bleu,Break,Allemagne,18000,15210.0
Citroen,C4,2012,156749,2013-09-04,Diesel,Manuelle,90,Euro 4,Bleu,Monospace,Espagne,24000,12201.0
Kia,Ceed,2005,68172,2008-10-05,Essence,Manuelle,200,Euro 3,Blanc,Monospace,USA,23000,8880.0
Toyota,Corolla,2009,164426,2011-05-26,Gaz,Manuelle,150,Euro 3,Bleu,Crossover,France,28000,12090.0
Dacia,Sandero,2019,136421,2022-04-24,Gaz,Manuelle,130,Euro 5,Noir,Crossover,Japon,15900,13464.0
Citroen,C5 Aircross,2021,80880,2023-10-16,Diesel,Automatique,150,Euro 6,Rouge,SUV,Italie,35000,31955.0
Kia,Ceed,2024,29222,2026-08-15,Diesel,Manuelle,200,Euro 6,Bleu,Crossover,USA,23000,24500.0
Dacia,Spring,2021,79962,2024-03-03,Gaz,Automatique,110,Euro 6,Blanc,Break,Allemagne,22000,22344.0
Toyota,Corolla,2017,157990,2017-05-17,Gaz,Manuelle,110,Euro 5,Gris,Berline,USA,28000,19584.0
Citroen,C5 Aircross,2007,79952,2009-12-19,Essence,Manuelle,130,Euro 3,Noir,Break,Espagne,35000,14826.0
Audi,A3,2015,213250,2016-02-08,Essence,Automatique,110,Euro 5,Blanc,Berline,Espagne,34000,18772.0
Volkswagen,Passat,2006,167419,2009-11-27,Essence,Automatique,130,Euro 3,Bleu,SUV,Espagne,36000,11490.0
Mercedes,Classe A,2010,146621,2011-10-22,Diesel,Automatique,150,Euro 4,Bleu,SUV,Japon,38000,18260.0
Dacia,Spring,2015,57493,2018-06-07,Diesel,Manuelle,130,Euro 5,Bleu,Break,USA,22000,15844.0
BMW,X5,2012,216296,2015-03-11,Diesel,Manuelle,150,Euro 4,Gris,SUV,USA,80000,35045.0
Peugeot,3008,2012,182504,2013-08-29,Diesel,Manuelle,200,Euro 4,Rouge,Berline,USA,35000,17020.0
BMW,Serie 3,2005,172264,2006-02-04,Essence,Automatique,110,Euro 3,Bleu,SUV,France,45000,12246.0
Dacia,Sandero,2006,209818,2007-01-17,Gaz,Automatique,90,Euro 3,Rouge,Crossover,France,15900,5278.0
Mercedes,GLC,2008,109926,2010-05-23,Essence,Automatique,200,Euro 3,Bleu,Monospace,France,85000,36960.0
Peugeot,208,2013,238787,2014-07-13,Hybride,Automatique,90,Euro 1,Gris,SUV,Japon,18000,10516.0
Dacia,Duster,2011,162872,2012-06-21,Essence,Automatique,200,Euro 4,Noir,SUV,Espagne,19900,10305.0
Volkswagen,Tiguan,2017,43895,2020-06-27,Essence,Automatique,150,Euro 5,Rouge,Monospace,USA,40000,31875.0
Hyundai,i30,2009,50853,2011-06-27,Essence,Manuelle,90,Euro 3,Rouge,Crossover,USA,22000,10950.0
Kia,Ceed,2023,94044,2023-04-04,Gaz,Manuelle,150,Euro 6,Rouge,Crossover,Allemagne,23000,22880.0
Peugeot,3008,2010,47785,2012-04-24,Gaz,Manuelle,90,Euro 4,Rouge,Monospace,Japon,35000,20196.0
Volkswagen,Tiguan,2024,109789,2025-12-26,Essence,Automatique,90,Euro 6,Noir,Break,Italie,40000,37710.0
Ford,Fiesta,2019,189590,2022-02-12,Diesel,Manuelle,130,Euro 5,Noir,Break,Espagne,18000,12931.0
BMW,X5,2019,93885,2022-11-19,Hybride,Manuelle,110,Euro 1,Noir,SUV,Japon,80000,63916.0
Renault,Megane,2017,150954,2020-11-27,Diesel,Automatique,110,Euro 5,Gris,Berline,Espagne,25000,17984.0
Audi,A4,2005,247192,2007-01-13,Diesel,Manuelle,200,Euro 3,Noir,SUV,Espagne,48000,9500.0
Mercedes,Classe E,2008,29999,2010-10-15,Diesel,Automatique,130,Euro 3,Bleu,Berline,Italie,75000,39150.0
Tesla,Model 3,2018,229500,2019-10-16,Essence,Automatique,110,Euro 5,Gris,Monospace,Japon,45000,28260.0
Audi,A6,2016,168672,2019-05-05,Essence,Automatique,90,Euro 5,Rouge,SUV,Japon,72000,44340.0
Mercedes,Classe A,2014,43607,2014-08-29,Hybride,Manuelle,130,Euro 1,Bleu,Crossover,Italie,38000,27918.0
Tesla,Model 3,2014,136634,2014-06-10,Diesel,Automatique,150,Euro 4,Noir,Crossover,France,45000,27645.0
Audi,A6,2019,62610,2019-08-31,Essence,Automatique,130,Euro 5,Gris,Break,Espagne,72000,58697.0
Tesla,Model 3,2015,54321,2015-12-31,Gaz,Manuelle,200,Euro 5,Noir,Berline,USA,45000,32980.0
Dacia,Spring,2005,191557,2007-08-04,Gaz,Manuelle,200,Euro 3,Rouge,SUV,Japon,22000,6120.0
Renault,Captur,2012,110533,2014-06-10,Diesel,Manuelle,150,Euro 4,Blanc,Crossover,France,28000,15635.0
Audi,A4,2021,54528,2023-05-05,Hybride,Automatique,150,Euro 1,Bleu,Crossover,France,48000,46870.0
Renault,Captur,2023,52060,2024-08-09,Electrique,Manuelle,200,Euro 1,Blanc,Berline,Allemagne,28000,32200.0
Toyota,Yaris,2016,37871,2018-10-07,Diesel,Automatique,200,Euro 5,Rouge,SUV,France,19000,16790.0
Citroen,C4,2005,62783,2006-12-11,Diesel,Automatique,150,Euro 3,Noir,Break,USA,24000,10175.0
Tesla,Model S,2014,234320,2017-05-12,Diesel,Automatique,150,Euro 4,Gris,Crossover,Italie,95000,46295.0
BMW,Serie 1,2014,39603,2016-06-02,Diesel,Automatique,90,Euro 4,Noir,Break,USA,35000,25393.0
Volkswagen,Passat,2009,12836,2009-08-02,Essence,Manuelle,200,Euro 3,Bleu,Break,Japon,36000,19980.0
Audi,A3,2009,218505,2009-11-18,Diesel,Manuelle,200,Euro 3,Noir,Monospace,Japon,34000,12240.0
Toyota,RAV4,2024,24656,2024-03-05,Gaz,Automatique,150,Euro 6,Blanc,Break,France,37000,41160.0
Citroen,C5 Aircross,2016,43616,2019-04-25,Diesel,Automatique,90,Euro 5,Noir,Berline,Japon,35000,27288.0
BMW,X5,2019,189429,2020-08-13,Hybride,Automatique,150,Euro 1,Rouge,Berline,Japon,80000,57955.0
Volkswagen,Golf,2019,131262,2022-10-12,Essence,Automatique,90,Euro 5,Bleu,Break,Espagne,25000,19368.0
Hyundai,Tucson,2020,229754,2023-03-20,Gaz,Automatique,110,Euro 6,Blanc,Monospace,USA,35000,26136.0
Ford,Kuga,2024,188106,2024-01-26,Gaz,Manuelle,90,Euro 6,Blanc,Berline,USA,34000,29848.0
Audi,A4,2020,23667,2022-11-15,Essence,Automatique,90,Euro 6,Gris,Berline,Allemagne,48000,42914.0
BMW,Serie 5,2021,93971,2022-01-20,Essence,Manuelle,110,Euro 6,Noir,Monospace,Espagne,65000,53382.0
Ford,Kuga,2020,30383,2022-06-27,Electrique,Automatique,150,Euro 1,Rouge,Berline,Italie,34000,36125.0
Hyundai,Tucson,2023,114737,2023-01-09,Electrique,Manuelle,130,Euro 1,Bleu,Berline,Allemagne,35000,35518.0
Audi,A3,2007,134009,2009-02-22,Essence,Automatique,130,Euro 3,Bleu,Monospace,USA,34000,13068.0
Peugeot,3008,2016,56222,2016-05-17,Hybride,Automatique,200,Euro 1,Noir,Monospace,USA,35000,29820.0
Kia,Rio,2006,83567,2007-08-12,Gaz,Manuelle,90,Euro 3,Rouge,Monospace,Espagne,18900,8094.0
Volkswagen,Passat,2018,60196,2020-07-10,Hybride,Automatique,130,Euro 1,Rouge,Berline,Allemagne,36000,32148.0
Mercedes,Classe C,2023,176706,2025-05-05,Gaz,Manuelle,130,Euro 6,Rouge,Berline,France,55000,46240.0
Citroen,C5 Aircross,2022,35703,2022-12-31,Essence,Manuelle,110,Euro 6,Blanc,Berline,Japon,35000,31941.0
Mercedes,Classe C,2022,66714,2024-06-18,Essence,Automatique,90,Euro 6,Noir,Berline,Espagne,55000,50072.0
Kia,Ceed,2010,31382,2011-07-03,Essence,Automatique,90,Euro 4,Bleu,Crossover,France,23000,13695.0
Mercedes,Classe C,2009,152444,2010-11-16,Gaz,Automatique,110,Euro 3,Blanc,SUV,USA,55000,23840.0
Hyundai,i30,2020,89195,2020-08-13,Electrique,Automatique,90,Euro 1,Bleu,Berline,Allemagne,22000,23920.0
BMW,Serie 5,2016,220668,2018-03-20,Diesel,Automatique,150,Euro 5,Blanc,Crossover,Allemagne,65000,36990.0
Kia,Sportage,2012,231909,2013-02-27,Essence,Automatique,130,Euro 4,Noir,Break,Italie,34000,14883.0
Peugeot,3008,2022,29984,2025-09-16,Hybride,Manuelle,150,Euro 1,Gris,Monospace,France,35000,36340.0
Hyundai,i20,2017,108742,2017-08-28,Hybride,Manuelle,110,Euro 1,Blanc,Break,Japon,19500,16284.0
Kia,Sportage,2014,97308,2016-01-27,Gaz,Manuelle,200,Euro 4,Blanc,Monospace,Japon,34000,22875.0
BMW,Serie 3,2022,242837,2022-05-12,Hybride,Manuelle,110,Euro 1,Blanc,Crossover,Italie,45000,34370.0
Toyota,Corolla,2006,99517,2007-09-21,Essence,Manuelle,150,Euro 3,Noir,Crossover,Italie,28000,10545.0
Dacia,Sandero,2008,156559,2010-07-14,Gaz,Manuelle,200,Euro 3,Blanc,Monospace,France,15900,7178.0
Renault,Talisman,2024,30930,2025-10-06,Gaz,Automatique,90,Euro 6,Rouge,Berline,Espagne,40000,43068.0
Hyundai,i20,2011,107930,2014-01-29,Hybride,Automatique,130,Euro 1,Gris,Crossover,Japon,19500,13158.0
Hyundai,i30,2015,58846,2018-10-04,Gaz,Manuelle,90,Euro 5,Rouge,Monospace,France,22000,16592.0
Mercedes,Classe E,2023,152022,2025-06-25,Electrique,Manuelle,130,Euro 1,Gris,Berline,USA,75000,66666.0
Hyundai,Tucson,2010,40473,2010-09-14,Diesel,Automatique,110,Euro 4,Noir,SUV,Japon,35000,20574.0
Dacia,Spring,2018,181490,2018-12-15,Electrique,Manuelle,130,Euro 1,Rouge,Crossover,Espagne,22000,18112.0
Citroen,C3,2006,212312,2006-04-13,Gaz,Manuelle,90,Euro 3,Bleu,Break,Espagne,16000,4600.0
Renault,Clio,2008,206836,2010-08-02,Diesel,Manuelle,90,Euro 3,Blanc,Berline,France,17000,5728.0
Toyota,RAV4,2009,95902,2011-05-29,Diesel,Manuelle,150,Euro 3,Noir,Break,Allemagne,37000,17710.0
Ford,Focus,2024,55988,2024-01-11,Gaz,Automatique,130,Euro 6,Gris,SUV,Italie,26000,29260.0
Volkswagen,Tiguan,2016,39261,2019-06-21,Essence,Manuelle,150,Euro 5,Gris,SUV,Espagne,40000,29565.0
Citroen,C5 Aircross,2013,201238,2013-01-11,Diesel,Manuelle,110,Euro 4,Gris,Break,Allemagne,35000,16967.0
Tesla,Model S,2014,194902,2015-08-01,Gaz,Automatique,90,Euro 4,Blanc,SUV,Espagne,95000,50694.0
Ford,Focus,2023,142881,2023-04-28,Hybride,Manuelle,200,Euro 1,Noir,Crossover,Japon,26000,25730.0
Volkswagen,Passat,2023,221666,2023-11-22,Diesel,Automatique,200,Euro 6,Noir,Monospace,Allemagne,36000,30000.0
Tesla,Model X,2021,200201,2022-05-23,Diesel,Manuelle,200,Euro 6,Bleu,Monospace,France,120000,86620.0
Citroen,C4,2020,122198,2022-03-24,Essence,Automatique,90,Euro 6,Blanc,Berline,Allemagne,24000,19684.0
Mercedes,Classe C,2007,83338,2010-12-13,Gaz,Automatique,200,Euro 3,Blanc,Break,USA,55000,24805.0
Tesla,Model S,2010,170361,2010-04-20,Gaz,Manuelle,110,Euro 4,Blanc,Monospace,Italie,95000,40016.0
Toyota,Hilux,2005,84487,2005-07-23,Essence,Manuelle,150,Euro 3,Rouge,Break,France,45000,15925.0
Volkswagen,Arteon,2014,187128,2017-01-17,Diesel,Automatique,130,Euro 4,Rouge,Berline,USA,48000,26676.0
Volkswagen,Passat,2008,134593,2008-05-11,Gaz,Automatique,110,Euro 3,Blanc,Berline,Italie,36000,15834.0
Volkswagen,Passat,2011,13689,2011-05-31,Gaz,Manuelle,150,Euro 4,Noir,Crossover,Espagne,36000,23400.0
Hyundai,i20,2017,165331,2020-04-29,Essence,Automatique,130,Euro 5,Rouge,Monospace,Espagne,19500,13734.0
Audi,A4,2013,166489,2014-06-22,Essence,Manuelle,110,Euro 4,Rouge,Monospace,Japon,48000,24531.0
Toyota,Hilux,2009,55897,2009-05-30,Essence,Manuelle,110,Euro 3,Noir,SUV,Allemagne,45000,22550.0
Toyota,Corolla,2020,56205,2023-08-08,Diesel,Automatique,90,Euro 6,Blanc,Break,Italie,28000,25647.0
Toyota,Corolla,2007,237270,2008-03-20,Essence,Manuelle,130,Euro 3,Blanc,Berline,France,28000,7358.0
Mercedes,GLC,2024,103570,2024-06-24,Essence,Manuelle,150,Euro 6,Blanc,SUV,Italie,85000,76950.0
Mercedes,Classe E,2019,137548,2022-04-04,Essence,Manuelle,130,Euro 5,Bleu,Monospace,Espagne,75000,54216.0
BMW,Serie 5,2009,155854,2012-10-19,Essence,Automatique,110,Euro 3,Bleu,Monospace,Japon,65000,26840.0
BMW,Serie 3,2017,242820,2018-03-11,Essence,Manuelle,130,Euro 5,Bleu,Crossover,Japon,45000,24915.0
Peugeot,308,2022,211714,2023-02-18,Diesel,Manuelle,150,Euro 6,Noir,Crossover,France,30000,22995.0
Peugeot,308,2024,136177,2026-12-24,Hybride,Automatique,200,Euro 1,Blanc,SUV,Japon,30000,32190.0
Volkswagen,Tiguan,2024,165419,2027-04-14,Diesel,Manuelle,110,Euro 6,Blanc,Berline,Espagne,40000,34524.0
Peugeot,5008,2023,84668,2026-02-22,Electrique,Manuelle,90,Euro 1,Gris,Crossover,Japon,42000,42631.0
Citroen,C4,2006,45120,2006-02-21,Gaz,Manuelle,110,Euro 3,Gris,Berline,France,24000,11172.0
Peugeot,5008,2023,231217,2023-05-18,Electrique,Manuelle,130,Euro 1,Gris,Monospace,USA,42000,35742.0
Citroen,C4,2014,181511,2015-07-11,Essence,Manuelle,200,Euro 4,Rouge,Berline,Espagne,24000,13000.0
BMW,Serie 3,2008,76613,2009-02-11,Diesel,Manuelle,90,Euro 3,Gris,Crossover,USA,45000,20655.0
Renault,Captur,2018,151635,2019-08-27,Diesel,Automatique,110,Euro 5,Bleu,Crossover,Espagne,28000,20837.0
Citroen,C3,2006,56721,2009-09-09,Gaz,Manuelle,150,Euro 3,Rouge,Monospace,USA,16000,7790.0
Toyota,RAV4,2006,21160,2007-11-08,Gaz,Manuelle,110,Euro 3,Bleu,Break,Espagne,37000,17424.0
Kia,Sportage,2020,158469,2023-03-16,Electrique,Automatique,150,Euro 1,Bleu,Berline,Espagne,34000,31025.0
Peugeot,5008,2015,144951,2018-04-27,Essence,Manuelle,90,Euro 5,Blanc,Break,Italie,42000,24721.0
Renault,Clio,2007,100298,2007-08-09,Essence,Automatique,150,Euro 3,Blanc,Crossover,Allemagne,17000,7605.0
Ford,Kuga,2017,47626,2020-12-11,Gaz,Manuelle,90,Euro 5,Rouge,Break,Espagne,34000,27300.0
Renault,Captur,2015,159761,2016-09-30,Gaz,Automatique,150,Euro 5,Rouge,Berline,Japon,28000,19140.0
Peugeot,208,2013,127031,2016-10-28,Hybride,Manuelle,200,Euro 1,Bleu,SUV,USA,18000,12650.0
Renault,Megane,2017,190568,2018-07-04,Essence,Automatique,90,Euro 5,Noir,Berline,USA,25000,16140.0
Dacia,Duster,2011,10940,2012-02-01,Essence,Automatique,200,Euro 4,Gris,Monospace,USA,19900,13740.0
Ford,Fiesta,2008,239009,2008-09-06,Essence,Automatique,110,Euro 3,Blanc,SUV,France,18000,5829.0
Toyota,RAV4,2014,207743,2017-09-13,Gaz,Manuelle,110,Euro 4,Noir,Monospace,Japon,37000,19800.0
Volkswagen,Passat,2014,198313,2015-07-21,Diesel,Manuelle,200,Euro 4,Gris,Crossover,France,36000,19380.0
Citroen,C3,2007,181580,2007-10-09,Gaz,Manuelle,150,Euro 3,Rouge,Break,Allemagne,16000,5890.0
Kia,Rio,2014,152350,2017-09-23,Hybride,Automatique,200,Euro 1,Blanc,Berline,France,18900,14245.0
Dacia,Sandero,2018,104215,2021-05-28,Electrique,Automatique,90,Euro 1,Bleu,Crossover,USA,15900,17136.0
BMW,X5,2020,147832,2023-10-31,Diesel,Manuelle,130,Euro 6,Bleu,Monospace,France,80000,60162.0
Volkswagen,Passat,2021,53087,2022-06-21,Electrique,Manuelle,90,Euro 1,Rouge,Break,USA,36000,36034.0
Citroen,C4,2005,41535,2008-12-18,Essence,Automatique,110,Euro 3,Rouge,Berline,USA,24000,10179.0
Toyota,Yaris,2021,179897,2022-10-13,Electrique,Manuelle,200,Euro 1,Blanc,Break,USA,19000,19240.0
Volkswagen,Passat,2018,38670,2019-03-31,Hybride,Manuelle,110,Euro 1,Noir,Break,Italie,36000,31679.0
Peugeot,208,2007,125627,2008-01-27,Gaz,Automatique,130,Euro 3,Rouge,Break,USA,18000,8436.0
Dacia,Duster,2007,64192,2010-10-16,Gaz,Automatique,150,Euro 3,Blanc,SUV,Italie,19900,10707.0
Hyundai,Tucson,2009,127209,2012-10-17,Gaz,Manuelle,200,Euro 3,Blanc,SUV,France,35000,16555.0
Citroen,C4,2024,171133,2024-12-30,Gaz,Automatique,150,Euro 6,Bleu,SUV,Italie,24000,24070.0
Volkswagen,Golf,2007,106809,2010-09-27,Diesel,Manuelle,150,Euro 3,Noir,Break,Espagne,25000,10335.0
Volkswagen,Passat,2015,142332,2015-01-27,Essence,Automatique,90,Euro 5,Rouge,Break,Allemagne,36000,22361.0
Toyota,RAV4,2014,231787,2017-04-26,Essence,Automatique,90,Euro 4,Bleu,Berline,Allemagne,37000,18283.0
Mercedes,Classe A,2014,28397,2017-06-02,Diesel,Automatique,130,Euro 4,Blanc,Monospace,USA,38000,28084.0
Peugeot,208,2006,119430,2007-03-23,Diesel,Manuelle,150,Euro 3,Bleu,Monospace,USA,18000,6825.0
Citroen,C4,2005,216932,2005-04-12,Essence,Automatique,110,Euro 3,Gris,Crossover,Espagne,24000,5742.0
Dacia,Spring,2014,220235,2015-07-04,Essence,Manuelle,150,Euro 4,Noir,SUV,Espagne,22000,10800.0
Tesla,Model S,2021,133593,2022-01-27,Electrique,Automatique,110,Euro 1,Bleu,Crossover,USA,95000,80418.0
Mercedes,GLC,2019,223310,2022-11-17,Essence,Manuelle,90,Euro 5,Gris,Berline,Japon,85000,53487.0
Peugeot,208,2009,160621,2012-09-22,Diesel,Manuelle,200,Euro 3,Noir,Break,Italie,18000,7800.0
Kia,Ceed,2015,34934,2017-09-14,Hybride,Manuelle,130,Euro 1,Noir,Berline,France,23000,19110.0
Toyota,Hilux,2010,95524,2011-04-26,Hybride,Automatique,110,Euro 1,Bleu,Berline,Espagne,45000,25039.0
Dacia,Duster,2023,217407,2023-02-15,Essence,Automatique,200,Euro 6,Blanc,Berline,Japon,19900,17404.0
Audi,Q5,2008,227634,2009-05-14,Diesel,Manuelle,110,Euro 3,Bleu,Monospace,France,65000,19830.0
Citroen,C5 Aircross,2012,188058,2014-05-15,Gaz,Automatique,90,Euro 4,Gris,Berline,Japon,35000,18124.0
Tesla,Model S,2020,27446,2021-11-15,Hybride,Manuelle,200,Euro 1,Bleu,Berline,Espagne,95000,86000.0
Toyota,Corolla,2024,144169,2025-02-14,Essence,Manuelle,130,Euro 6,Rouge,SUV,USA,28000,24338.0
Renault,Megane,2014,110766,2014-10-01,Gaz,Manuelle,200,Euro 4,Noir,Crossover,Japon,25000,16815.0
Ford,Focus,2009,188666,2009-05-09,Essence,Manuelle,200,Euro 3,Gris,SUV,Espagne,26000,9990.0
Renault,Clio,2016,204121,2017-12-20,Essence,Automatique,150,Euro 5,Blanc,Monospace,Allemagne,17000,10920.0
Dacia,Sandero,2022,90278,2023-12-19,Electrique,Automatique,90,Euro 1,Noir,SUV,France,15900,20230.0
Citroen,C4,2014,246126,2017-05-28,Diesel,Manuelle,150,Euro 4,Blanc,Berline,Allemagne,24000,11730.0
BMW,Serie 1,2012,24090,2015-11-24,Hybride,Automatique,90,Euro 1,Bleu,Berline,Espagne,35000,25358.0
BMW,X5,2005,70096,2008-03-25,Essence,Automatique,150,Euro 3,Noir,Crossover,Allemagne,80000,29700.0
Ford,Focus,2009,239127,2009-04-02,Diesel,Automatique,90,Euro 3,Rouge,Crossover,France,26000,9248.0
Mercedes,Classe C,2020,160320,2023-12-08,Hybride,Manuelle,90,Euro 1,Blanc,Crossover,Italie,55000,42408.0
Renault,Clio,2015,43556,2016-08-06,Hybride,Automatique,150,Euro 1,Noir,Break,Espagne,17000,16215.0
Audi,A4,2013,122461,2015-11-13,Hybride,Automatique,200,Euro 1,Gris,Crossover,Japon,48000,30250.0
Hyundai,i30,2023,221018,2026-09-17,Gaz,Automatique,200,Euro 6,Gris,Monospace,Japon,22000,20625.0
Mercedes,Classe E,2012,197433,2014-12-30,Essence,Automatique,130,Euro 4,Blanc,Monospace,Italie,75000,34785.0
Audi,A3,2011,212027,2013-08-31,Hybride,Automatique,90,Euro 1,Blanc,Monospace,Japon,34000,15960.0
Audi,A6,2014,186842,2015-07-06,Hybride,Automatique,130,Euro 1,Noir,Berline,Allemagne,72000,40716.0
Toyota,Corolla,2013,211510,2013-06-25,Essence,Automatique,90,Euro 4,Gris,Monospace,Allemagne,28000,13754.0
Toyota,Corolla,2013,115376,2015-06-16,Hybride,Automatique,110,Euro 1,Gris,SUV,France,28000,19096.0
Toyota,Corolla,2017,203120,2020-01-11,Essence,Automatique,110,Euro 5,Noir,SUV,USA,28000,17759.0
Toyota,RAV4,2011,244034,2011-09-10,Diesel,Automatique,130,Euro 4,Noir,Break,Japon,37000,14911.0
Hyundai,i30,2006,138005,2007-04-09,Essence,Automatique,150,Euro 3,Bleu,Break,Japon,22000,8085.0
Mercedes,GLC,2007,212840,2010-01-06,Diesel,Manuelle,110,Euro 3,Blanc,Break,France,85000,24108.0
Dacia,Sandero,2020,177635,2021-11-26,Electrique,Manuelle,90,Euro 1,Rouge,SUV,Espagne,15900,15478.0
Citroen,C3,2005,248397,2006-10-26,Gaz,Manuelle,110,Euro 3,Blanc,Monospace,Italie,16000,3534.0
Tesla,Model X,2018,173666,2021-03-24,Diesel,Manuelle,90,Euro 5,Blanc,Crossover,Italie,120000,78585.0
Mercedes,GLC,2008,245151,2009-06-11,Gaz,Manuelle,110,Euro 3,Bleu,Berline,USA,85000,24528.0
Mercedes,Classe E,2020,169498,2023-07-07,Gaz,Manuelle,110,Euro 6,Gris,Berline,France,75000,55872.0
Dacia,Duster,2010,152429,2013-08-24,Hybride,Manuelle,90,Euro 1,Bleu,SUV,Espagne,19900,10234.0
Hyundai,i20,2016,91543,2018-09-10,Hybride,Manuelle,200,Euro 1,Bleu,Monospace,Allemagne,19500,16415.0
Kia,Ceed,2022,36760,2025-03-13,Diesel,Manuelle,150,Euro 6,Noir,Crossover,Espagne,23000,22295.0
Citroen,C3,2009,223692,2011-12-28,Gaz,Automatique,200,Euro 3,Blanc,SUV,Espagne,16000,7095.0
Peugeot,5008,2015,214575,2018-11-07,Gaz,Automatique,200,Euro 5,Rouge,Crossover,USA,42000,24700.0
Tesla,Model 3,2019,128163,2019-05-24,Gaz,Manuelle,200,Euro 5,Rouge,Crossover,Allemagne,45000,35405.0
Toyota,RAV4,2019,50820,2022-12-08,Diesel,Automatique,90,Euro 5,Bleu,Crossover,USA,37000,31920.0
Tesla,Model 3,2014,224512,2016-01-14,Gaz,Manuelle,90,Euro 4,Gris,SUV,USA,45000,22752.0
Mercedes,Classe C,2011,37548,2013-04-29,Essence,Automatique,200,Euro 4,Bleu,Monospace,Allemagne,55000,33640.0
Kia,Rio,2019,204933,2022-06-12,Diesel,Manuelle,130,Euro 5,Noir,Monospace,Espagne,18900,13130.0
Tesla,Model X,2009,62923,2011-05-29,Diesel,Manuelle,90,Euro 3,Noir,Break,Espagne,120000,59241.0
Volkswagen,Golf,2007,204979,2007-11-19,Essence,Automatique,200,Euro 3,Gris,Break,Japon,25000,8120.0
Citroen,C3,2022,154323,2022-08-23,Diesel,Automatique,90,Euro 6,Gris,Break,Allemagne,16000,14931.0
Hyundai,i20,2022,94867,2022-04-02,Hybride,Manuelle,200,Euro 1,Noir,Berline,Japon,19500,20825.0
